,postalCode,type,subtype,price,typeSale,subtypeSale,roomsCount,area,hasFullyEquippedKitchen,kitchenType,isFurnished,fireplaceExists,hasTerrace,terraceSurface,hasGarden,gardenSurface,landSurface,facadeCount,hasSwimmingPool,buildingCondition
5446,4800,HOUSE,APARTMENT_BLOCK,335000.0,FOR_SALE,BUY_REGULAR,,300.0,,,0,0,0,,1,28,230,2.0,0,GOOD
5447,2235,HOUSE,HOUSE,337000.0,FOR_SALE,BUY_REGULAR,,,0.0,INSTALLED,0,1,0,,0,0,848,4.0,0,JUST_RENOVATED
5448,3140,HOUSE,HOUSE,337500.0,FOR_SALE,BUY_REGULAR,,,0.0,INSTALLED,0,0,1,,0,0,266,3.0,0,AS_NEW
5449,1140,HOUSE,HOUSE,339000.0,FOR_SALE,BUY_REGULAR,,260.0,0.0,INSTALLED,0,0,0,,1,3,0,3.0,0,GOOD
5450,6780,HOUSE,HOUSE,347500.0,FOR_SALE,BUY_REGULAR,,140.0,0.0,INSTALLED,0,0,1,,0,0,0,3.0,0,
5451,5600,HOUSE,VILLA,350000.0,FOR_SALE,BUY_REGULAR,,233.0,0.0,HYPER_EQUIPPED,0,1,0,,1,900,1204,4.0,0,
5452,9820,HOUSE,HOUSE,350000.0,FOR_SALE,BUY_REGULAR,,128.0,0.0,INSTALLED,0,0,0,,0,0,135,2.0,0,GOOD
5453,8790,HOUSE,HOUSE,353200.0,FOR_SALE,BUY_REGULAR,,150.0,,,0,0,0,,0,0,442,,0,
5454,3500,HOUSE,MANSION,365000.0,FOR_SALE,BUY_REGULAR,,190.0,0.0,HYPER_EQUIPPED,0,0,0,,0,0,195,2.0,0,GOOD
5455,1357,HOUSE,VILLA,375000.0,FOR_SALE,BUY_REGULAR,,201.0,0.0,HYPER_EQUIPPED,0,1,1,30.0,1,0,550,3.0,0,AS_NEW
5456,4101,HOUSE,BUNGALOW,380000.0,FOR_SALE,BUY_REGULAR,,108.0,0.0,HYPER_EQUIPPED,0,0,1,32.0,1,461,0,2.0,0,JUST_RENOVATED
5457,1420,HOUSE,HOUSE,385000.0,FOR_SALE,BUY_REGULAR,,140.0,0.0,HYPER_EQUIPPED,0,0,1,25.0,0,0,267,2.0,0,AS_NEW
5458,4280,HOUSE,TOWN_HOUSE,385000.0,FOR_SALE,BUY_REGULAR,,216.0,0.0,HYPER_EQUIPPED,0,0,1,9.0,1,0,140,3.0,0,AS_NEW
5459,2880,HOUSE,HOUSE,389000.0,FOR_SALE,BUY_REGULAR,,136.0,,,0,0,0,,1,0,537,4.0,0,AS_NEW
5460,6470,HOUSE,HOUSE,390000.0,FOR_SALE,BUY_REGULAR,,450.0,0.0,HYPER_EQUIPPED,0,0,1,,1,3300,3693,4.0,0,
5461,8500,HOUSE,HOUSE,390000.0,FOR_SALE,BUY_REGULAR,,208.0,0.0,INSTALLED,0,1,0,,1,0,533,,0,TO_RENOVATE
5462,1150,HOUSE,HOUSE,395000.0,FOR_SALE,BUY_REGULAR,,152.0,0.0,NOT_INSTALLED,0,0,0,,0,0,88,2.0,0,
5463,1070,HOUSE,HOUSE,399000.0,FOR_SALE,BUY_REGULAR,,300.0,0.0,INSTALLED,0,0,1,45.0,0,0,110,2.0,0,GOOD
5464,1180,HOUSE,HOUSE,399000.0,FOR_SALE,BUY_REGULAR,,105.0,0.0,HYPER_EQUIPPED,0,0,1,25.0,1,25,128,2.0,0,JUST_RENOVATED
5465,3500,HOUSE,HOUSE,399000.0,FOR_SALE,BUY_REGULAR,,180.0,,,0,0,0,,0,0,130,,0,TO_RENOVATE
5466,4101,HOUSE,VILLA,399000.0,FOR_SALE,BUY_REGULAR,,260.0,0.0,HYPER_EQUIPPED,0,0,1,40.0,0,0,3820,4.0,0,GOOD
5467,4910,HOUSE,VILLA,399000.0,FOR_SALE,BUY_REGULAR,13.0,,0.0,INSTALLED,0,1,1,35.0,1,2955,3000,7.0,0,GOOD
5468,8570,HOUSE,HOUSE,399000.0,FOR_SALE,BUY_REGULAR,,141.0,,,0,0,1,74.0,0,0,215,,0,
5469,1160,APARTMENT,APARTMENT,375000.0,FOR_SALE,BUY_REGULAR,,76.0,0.0,USA_HYPER_EQUIPPED,0,0,1,25.0,0,0,0,,0,AS_NEW
5470,1080,APARTMENT,APARTMENT,275000.0,FOR_SALE,BUY_REGULAR,,98.0,0.0,HYPER_EQUIPPED,0,0,1,4.0,0,0,0,2.0,0,AS_NEW
5471,1050,APARTMENT_GROUP,APARTMENT_GROUP,,FOR_SALE,BUY_REGULAR,,,,,0,0,0,,0,0,0,,0,
5472,4020,APARTMENT,APARTMENT,155000.0,FOR_SALE,BUY_REGULAR,,115.0,0.0,USA_SEMI_EQUIPPED,0,0,0,,0,0,0,2.0,0,GOOD
5473,4520,APARTMENT,APARTMENT,199500.0,FOR_SALE,BUY_REGULAR,,90.0,0.0,INSTALLED,0,0,1,8.0,0,0,0,3.0,0,AS_NEW
5474,4520,APARTMENT,APARTMENT,212500.0,FOR_SALE,BUY_REGULAR,,90.0,0.0,INSTALLED,0,0,1,8.0,0,0,0,3.0,0,AS_NEW
5475,1140,APARTMENT,APARTMENT,275000.0,FOR_SALE,BUY_REGULAR,,84.0,0.0,INSTALLED,0,0,1,6.0,0,0,0,,0,GOOD
5476,1190,APARTMENT,APARTMENT,295000.0,FOR_SALE,BUY_REGULAR,,103.0,0.0,SEMI_EQUIPPED,0,0,1,25.0,0,0,0,2.0,0,GOOD
5477,9000,APARTMENT_GROUP,APARTMENT_GROUP,,FOR_SALE,BUY_REGULAR,,,,,0,0,0,,0,0,0,,0,
5478,9000,APARTMENT,APARTMENT,413000.0,FOR_SALE,BUY_REGULAR,,96.0,0.0,INSTALLED,0,0,1,40.0,0,0,0,4.0,0,AS_NEW
5479,9000,APARTMENT_GROUP,APARTMENT_GROUP,,FOR_SALE,BUY_REGULAR,,,,,0,0,0,,0,0,0,,0,
5480,1040,APARTMENT_GROUP,APARTMENT_GROUP,,FOR_SALE,BUY_REGULAR,,,,,0,0,0,,0,0,0,,0,
5481,1150,APARTMENT,APARTMENT,649000.0,FOR_SALE,BUY_REGULAR,,150.0,0.0,HYPER_EQUIPPED,0,1,0,,1,60,0,3.0,0,AS_NEW
5482,6890,APARTMENT,APARTMENT,179900.0,FOR_SALE,BUY_REGULAR,,86.0,0.0,INSTALLED,0,0,1,7.0,0,0,0,4.0,0,AS_NEW
5483,8710,APARTMENT_GROUP,APARTMENT_GROUP,,FOR_SALE,BUY_REGULAR,,,,,0,0,0,,0,0,0,,0,
5484,2640,APARTMENT_GROUP,APARTMENT_GROUP,,FOR_SALE,BUY_REGULAR,,,,,0,0,0,,0,0,0,,0,
5485,1200,APARTMENT,PENTHOUSE,369000.0,FOR_SALE,BUY_REGULAR,,87.0,0.0,HYPER_EQUIPPED,0,0,1,30.0,0,0,0,2.0,0,AS_NEW
5486,9000,APARTMENT,APARTMENT,135000.0,FOR_SALE,BUY_REGULAR,,25.0,0.0,SEMI_EQUIPPED,0,0,0,,0,0,0,2.0,0,GOOD
5487,9000,APARTMENT,APARTMENT,135000.0,FOR_SALE,BUY_REGULAR,,25.0,0.0,SEMI_EQUIPPED,0,0,0,,0,0,0,2.0,0,GOOD
5488,9000,APARTMENT,APARTMENT,425000.0,FOR_SALE,BUY_REGULAR,,128.0,0.0,INSTALLED,0,0,1,76.0,0,0,0,2.0,0,GOOD
5489,1050,APARTMENT,APARTMENT,594000.0,FOR_SALE,BUY_REGULAR,,131.0,0.0,USA_HYPER_EQUIPPED,0,0,0,,0,0,0,2.0,0,JUST_RENOVATED
5490,1050,APARTMENT,APARTMENT,275000.0,FOR_SALE,BUY_REGULAR,,70.0,0.0,NOT_INSTALLED,0,0,1,3.0,0,0,0,3.0,0,TO_RENOVATE
5491,1050,APARTMENT,APARTMENT,275000.0,FOR_SALE,BUY_REGULAR,,70.0,0.0,NOT_INSTALLED,0,0,1,3.0,0,0,0,3.0,0,TO_BE_DONE_UP
5492,1030,APARTMENT,APARTMENT,285000.0,FOR_SALE,BUY_REGULAR,,90.0,0.0,INSTALLED,0,0,0,,0,0,0,2.0,0,GOOD
5493,1050,APARTMENT,APARTMENT,380000.0,FOR_SALE,BUY_REGULAR,,76.0,0.0,INSTALLED,0,0,1,14.0,0,0,0,2.0,0,GOOD
5494,1050,APARTMENT,PENTHOUSE,399000.0,FOR_SALE,BUY_REGULAR,,120.0,0.0,NOT_INSTALLED,0,0,1,20.0,0,0,0,3.0,0,TO_RENOVATE
5495,1180,APARTMENT,APARTMENT,660000.0,FOR_SALE,BUY_REGULAR,,185.0,0.0,HYPER_EQUIPPED,0,0,1,8.0,0,0,0,2.0,0,GOOD
5496,1800,APARTMENT,APARTMENT,185000.0,FOR_SALE,BUY_REGULAR,,80.0,0.0,SEMI_EQUIPPED,0,0,0,,0,0,0,2.0,0,GOOD
5497,8370,APARTMENT,FLAT_STUDIO,198000.0,FOR_SALE,BUY_REGULAR,,42.0,0.0,INSTALLED,1,0,0,,0,0,0,2.0,0,GOOD
5498,5310,APARTMENT_GROUP,APARTMENT_GROUP,,FOR_SALE,BUY_REGULAR,,,,,0,0,0,,0,0,0,,0,
5499,5030,APARTMENT_GROUP,APARTMENT_GROUP,,FOR_SALE,BUY_REGULAR,,,,,0,0,0,,0,0,0,,0,
5500,1470,APARTMENT_GROUP,APARTMENT_GROUP,,FOR_SALE,BUY_REGULAR,,,,,0,0,0,,0,0,0,,0,
5501,1160,APARTMENT,PENTHOUSE,275000.0,FOR_SALE,BUY_REGULAR,,75.0,0.0,INSTALLED,0,0,1,35.0,0,0,0,,0,TO_BE_DONE_UP
5502,4000,APARTMENT,APARTMENT,299000.0,FOR_SALE,BUY_REGULAR,,98.0,0.0,USA_HYPER_EQUIPPED,0,0,1,2.0,0,0,0,2.0,0,AS_NEW
5503,2018,APARTMENT,APARTMENT,320000.0,FOR_SALE,BUY_REGULAR,,87.0,0.0,HYPER_EQUIPPED,0,0,1,7.0,0,0,0,2.0,0,AS_NEW
5504,9000,APARTMENT,APARTMENT,359000.0,FOR_SALE,BUY_REGULAR,,105.0,0.0,INSTALLED,0,0,1,8.0,0,0,0,,0,AS_NEW
5505,3010,APARTMENT,KOT,150000.0,FOR_SALE,BUY_REGULAR,,23.0,0.0,INSTALLED,1,0,0,,0,0,0,2.0,0,GOOD
5506,4280,APARTMENT,APARTMENT,209900.0,FOR_SALE,BUY_REGULAR,,109.0,0.0,INSTALLED,0,0,1,8.0,0,0,0,4.0,0,GOOD
5507,1040,APARTMENT,FLAT_STUDIO,250000.0,FOR_SALE,BUY_REGULAR,,46.0,0.0,HYPER_EQUIPPED,1,0,1,34.0,0,0,0,2.0,0,AS_NEW
5508,8800,APARTMENT_GROUP,APARTMENT_GROUP,,FOR_SALE,BUY_REGULAR,,,,,0,0,0,,0,0,0,,0,
5509,1755,APARTMENT_GROUP,APARTMENT_GROUP,,FOR_SALE,BUY_REGULAR,,,,,0,0,0,,0,0,0,,0,
5510,1040,APARTMENT,APARTMENT,230000.0,FOR_SALE,BUY_REGULAR,,64.0,0.0,SEMI_EQUIPPED,0,0,1,2.0,0,0,0,2.0,0,TO_RENOVATE
5511,1200,APARTMENT,APARTMENT,249000.0,FOR_SALE,BUY_REGULAR,,65.0,0.0,INSTALLED,0,0,0,,0,0,0,2.0,0,GOOD
5512,9255,APARTMENT,APARTMENT,259000.0,FOR_SALE,BUY_REGULAR,,69.0,0.0,INSTALLED,0,0,1,,0,0,0,3.0,0,GOOD
5513,8370,APARTMENT,APARTMENT,299000.0,FOR_SALE,BUY_REGULAR,,81.0,0.0,INSTALLED,0,0,1,7.0,0,0,0,2.0,0,GOOD
5514,1000,APARTMENT,APARTMENT,825000.0,FOR_SALE,BUY_REGULAR,,145.0,0.0,HYPER_EQUIPPED,0,0,1,12.0,0,0,0,4.0,0,GOOD
5515,1050,APARTMENT,APARTMENT,1839000.0,FOR_SALE,BUY_REGULAR,4.0,203.0,0.0,HYPER_EQUIPPED,0,0,1,76.0,0,0,0,2.0,0,AS_NEW
5516,9000,APARTMENT,APARTMENT,210000.0,FOR_SALE,BUY_REGULAR,,42.0,0.0,INSTALLED,0,0,0,,0,0,0,2.0,0,GOOD
5517,1070,APARTMENT,DUPLEX,265000.0,FOR_SALE,BUY_REGULAR,,113.0,0.0,INSTALLED,0,0,0,,0,0,0,2.0,0,GOOD
5518,1050,APARTMENT,APARTMENT,435000.0,FOR_SALE,BUY_REGULAR,,115.0,0.0,HYPER_EQUIPPED,0,0,0,,0,0,0,3.0,0,GOOD
5519,1000,APARTMENT_GROUP,APARTMENT_GROUP,,FOR_SALE,BUY_REGULAR,,,,,0,0,0,,0,0,0,,0,
5520,1070,APARTMENT_GROUP,APARTMENT_GROUP,,FOR_SALE,BUY_REGULAR,,,,,0,0,0,,0,0,0,,0,
5521,1090,APARTMENT,APARTMENT,180000.0,FOR_SALE,BUY_REGULAR,,90.0,0.0,SEMI_EQUIPPED,0,0,1,9.0,0,0,0,,0,TO_RENOVATE
5522,8370,APARTMENT_GROUP,APARTMENT_GROUP,,FOR_SALE,BUY_REGULAR,,,,,0,0,0,,0,0,0,,0,
5523,5100,APARTMENT_GROUP,APARTMENT_GROUP,,FOR_SALE,BUY_REGULAR,,,,,0,0,0,,0,0,0,,0,
5524,5000,APARTMENT_GROUP,APARTMENT_GROUP,,FOR_SALE,BUY_REGULAR,,,,,0,0,0,,0,0,0,,0,
5525,8370,APARTMENT_GROUP,APARTMENT_GROUP,,FOR_SALE,BUY_REGULAR,,,,,0,0,0,,0,0,0,,0,
5526,1755,APARTMENT_GROUP,APARTMENT_GROUP,,FOR_SALE,BUY_REGULAR,,,,,0,0,0,,0,0,0,,0,
5527,8370,APARTMENT_GROUP,APARTMENT_GROUP,,FOR_SALE,BUY_REGULAR,,,,,0,0,0,,0,0,0,,0,
5528,2275,APARTMENT_GROUP,APARTMENT_GROUP,,FOR_SALE,BUY_REGULAR,,,,,0,0,0,,0,0,0,,0,
5529,1300,APARTMENT_GROUP,APARTMENT_GROUP,,FOR_SALE,BUY_REGULAR,,,,,0,0,0,,0,0,0,,0,
5530,1370,APARTMENT_GROUP,APARTMENT_GROUP,,FOR_SALE,BUY_REGULAR,,,,,0,0,0,,0,0,0,,0,
5531,1435,APARTMENT_GROUP,APARTMENT_GROUP,,FOR_SALE,BUY_REGULAR,,,,,0,0,0,,0,0,0,,0,
5532,1435,APARTMENT_GROUP,APARTMENT_GROUP,,FOR_SALE,BUY_REGULAR,,,,,0,0,0,,0,0,0,,0,
5533,3370,APARTMENT,APARTMENT,360000.0,FOR_SALE,BUY_REGULAR,,120.0,0.0,INSTALLED,0,0,0,,0,0,0,2.0,0,GOOD
5534,1050,APARTMENT_GROUP,APARTMENT_GROUP,,FOR_SALE,BUY_REGULAR,,,,,0,0,0,,0,0,0,,0,
5535,1160,APARTMENT_GROUP,APARTMENT_GROUP,,FOR_SALE,BUY_REGULAR,,,,,0,0,0,,0,0,0,,0,
5536,3000,APARTMENT,APARTMENT,495000.0,FOR_SALE,BUY_REGULAR,,80.0,0.0,INSTALLED,0,0,1,10.0,0,0,0,2.0,0,GOOD
5537,1180,APARTMENT_GROUP,APARTMENT_GROUP,,FOR_SALE,BUY_REGULAR,,,,,0,0,0,,0,0,0,,0,
5538,1160,APARTMENT,APARTMENT,245000.0,FOR_SALE,BUY_REGULAR,,80.0,0.0,SEMI_EQUIPPED,0,0,1,16.0,0,0,0,4.0,0,TO_RENOVATE
5539,3000,APARTMENT,APARTMENT,319000.0,FOR_SALE,BUY_REGULAR,,56.0,0.0,INSTALLED,0,0,1,4.0,0,0,0,,0,GOOD
5540,1950,APARTMENT,APARTMENT,545000.0,FOR_SALE,BUY_REGULAR,,135.0,0.0,USA_HYPER_EQUIPPED,0,0,1,,0,0,0,2.0,0,AS_NEW
5541,1140,APARTMENT,APARTMENT,185000.0,FOR_SALE,BUY_REGULAR,,81.0,0.0,SEMI_EQUIPPED,0,0,1,10.0,0,0,0,2.0,0,TO_BE_DONE_UP
5542,1420,APARTMENT_GROUP,APARTMENT_GROUP,,FOR_SALE,BUY_REGULAR,,,,,0,0,0,,0,0,0,,0,
5543,1050,APARTMENT_GROUP,APARTMENT_GROUP,,FOR_SALE,BUY_REGULAR,,,,,0,0,0,,0,0,0,,0,
5544,1160,APARTMENT_GROUP,APARTMENT_GROUP,,FOR_SALE,BUY_REGULAR,,,,,0,0,0,,0,0,0,,0,
5545,1140,APARTMENT,APARTMENT,315000.0,FOR_SALE,BUY_REGULAR,,96.0,0.0,HYPER_EQUIPPED,0,0,1,4.0,0,0,0,2.0,0,AS_NEW
5546,1070,APARTMENT,APARTMENT,349000.0,FOR_SALE,BUY_REGULAR,,111.0,0.0,HYPER_EQUIPPED,0,0,0,,0,0,0,2.0,0,AS_NEW
5547,1200,APARTMENT,PENTHOUSE,350000.0,FOR_SALE,BUY_REGULAR,,93.0,0.0,INSTALLED,0,0,1,8.0,0,0,0,2.0,0,TO_BE_DONE_UP
5548,1050,APARTMENT,APARTMENT,390000.0,FOR_SALE,BUY_REGULAR,,100.0,0.0,INSTALLED,0,0,1,1.0,0,0,0,2.0,0,GOOD
5549,9000,APARTMENT_GROUP,APARTMENT_GROUP,,FOR_SALE,BUY_REGULAR,,,,,0,0,0,,0,0,0,,0,
5550,1070,APARTMENT,APARTMENT,358223.0,FOR_SALE,BUY_REGULAR,,92.0,0.0,USA_INSTALLED,0,0,1,8.0,0,0,0,2.0,0,AS_NEW
5551,1040,APARTMENT,APARTMENT,575000.0,FOR_SALE,BUY_REGULAR,,114.0,0.0,USA_HYPER_EQUIPPED,0,0,1,4.0,0,0,0,2.0,0,AS_NEW
5552,1180,APARTMENT,PENTHOUSE,2150000.0,FOR_SALE,BUY_REGULAR,4.0,241.0,0.0,USA_HYPER_EQUIPPED,0,0,1,100.0,0,0,0,4.0,0,AS_NEW
5553,1500,APARTMENT,APARTMENT,299000.0,FOR_SALE,BUY_REGULAR,,75.0,0.0,INSTALLED,0,0,1,8.0,0,0,0,2.0,0,GOOD
5554,8370,APARTMENT,APARTMENT,459000.0,FOR_SALE,BUY_REGULAR,,120.0,0.0,INSTALLED,0,0,1,,0,0,0,2.0,0,GOOD
5555,9600,APARTMENT_GROUP,APARTMENT_GROUP,,FOR_SALE,BUY_REGULAR,,,,,0,0,0,,0,0,0,,0,
5556,4540,APARTMENT,APARTMENT,195000.0,FOR_SALE,BUY_REGULAR,,80.0,0.0,INSTALLED,0,0,1,,0,0,0,3.0,0,AS_NEW
5557,5530,APARTMENT_GROUP,APARTMENT_GROUP,,FOR_SALE,BUY_REGULAR,,,,,0,0,0,,0,0,0,,0,
5558,1070,APARTMENT_GROUP,APARTMENT_GROUP,,FOR_SALE,BUY_REGULAR,,,,,0,0,0,,0,0,0,,0,
5559,2610,APARTMENT,APARTMENT,244000.0,FOR_SALE,BUY_REGULAR,,120.0,0.0,INSTALLED,0,0,1,,0,0,0,2.0,0,GOOD
5560,2610,APARTMENT,APARTMENT,244000.0,FOR_SALE,BUY_REGULAR,,110.0,0.0,SEMI_EQUIPPED,0,0,1,,0,0,0,3.0,0,GOOD
5561,6880,APARTMENT,APARTMENT,246800.0,FOR_SALE,BUY_REGULAR,,121.0,0.0,INSTALLED,0,0,1,11.0,0,0,0,3.0,0,GOOD
5562,9420,APARTMENT,DUPLEX,269000.0,FOR_SALE,BUY_REGULAR,,136.0,0.0,INSTALLED,0,0,0,,0,0,0,1.0,0,AS_NEW
5563,9000,APARTMENT_GROUP,APARTMENT_GROUP,,FOR_SALE,BUY_REGULAR,,,,,0,0,0,,0,0,0,,0,
5564,1180,APARTMENT_GROUP,APARTMENT_GROUP,,FOR_SALE,BUY_REGULAR,,,,,0,0,0,,0,0,0,,0,
5565,9000,APARTMENT_GROUP,APARTMENT_GROUP,,FOR_SALE,BUY_REGULAR,,,,,0,0,0,,0,0,0,,0,
5566,1000,APARTMENT_GROUP,APARTMENT_GROUP,,FOR_SALE,BUY_REGULAR,,,,,0,0,0,,0,0,0,,0,
5567,1130,APARTMENT_GROUP,APARTMENT_GROUP,,FOR_SALE,BUY_REGULAR,,,,,0,0,0,,0,0,0,,0,
5568,1160,APARTMENT,APARTMENT,501500.0,FOR_SALE,BUY_REGULAR,,102.0,0.0,USA_HYPER_EQUIPPED,0,0,1,25.0,0,0,0,,0,AS_NEW
5569,1050,APARTMENT,APARTMENT,585000.0,FOR_SALE,BUY_REGULAR,,170.0,0.0,INSTALLED,0,0,1,10.0,0,0,0,2.0,0,GOOD
5570,1000,APARTMENT,APARTMENT,975000.0,FOR_SALE,BUY_REGULAR,3.0,180.0,0.0,HYPER_EQUIPPED,0,0,1,70.0,0,0,0,2.0,0,AS_NEW
5571,1050,APARTMENT,APARTMENT,1537000.0,FOR_SALE,BUY_REGULAR,3.0,160.0,0.0,HYPER_EQUIPPED,0,0,1,91.0,0,0,0,2.0,0,AS_NEW
5572,1090,APARTMENT,DUPLEX,350000.0,FOR_SALE,BUY_REGULAR,,139.0,,,0,0,1,13.0,0,0,0,2.0,0,TO_BE_DONE_UP
5573,1060,APARTMENT,TRIPLEX,420000.0,FOR_SALE,BUY_REGULAR,,130.0,,,0,0,0,,0,0,0,2.0,0,TO_BE_DONE_UP
5574,1180,APARTMENT,GROUND_FLOOR,725000.0,FOR_SALE,BUY_REGULAR,,150.0,0.0,USA_HYPER_EQUIPPED,0,0,1,51.0,1,210,0,,0,AS_NEW
5575,1080,APARTMENT,APARTMENT,139000.0,FOR_SALE,BUY_REGULAR,,41.0,0.0,NOT_INSTALLED,0,0,1,4.0,0,0,0,2.0,0,TO_BE_DONE_UP
5576,1080,APARTMENT,PENTHOUSE,295000.0,FOR_SALE,BUY_REGULAR,,96.0,0.0,HYPER_EQUIPPED,0,0,1,150.0,0,0,0,3.0,0,GOOD
5577,1820,APARTMENT,APARTMENT,320000.0,FOR_SALE,BUY_REGULAR,,125.0,,,0,0,1,,1,150,0,,0,AS_NEW
5578,9000,APARTMENT_GROUP,APARTMENT_GROUP,,FOR_SALE,BUY_REGULAR,,,,,0,0,0,,0,0,0,,0,
5579,1180,APARTMENT_GROUP,APARTMENT_GROUP,,FOR_SALE,BUY_REGULAR,,,,,0,0,0,,0,0,0,,0,
5580,4020,APARTMENT,APARTMENT,149000.0,FOR_SALE,BUY_REGULAR,,65.0,,,0,0,1,,0,0,0,,0,GOOD
5581,4400,APARTMENT,PENTHOUSE,270000.0,FOR_SALE,BUY_REGULAR,,160.0,0.0,NOT_INSTALLED,0,0,1,,0,0,0,4.0,0,
5582,4400,APARTMENT,PENTHOUSE,270000.0,FOR_SALE,BUY_REGULAR,,160.0,0.0,NOT_INSTALLED,0,0,1,,0,0,0,4.0,0,
5583,8800,APARTMENT,APARTMENT,98000.0,FOR_SALE,BUY_REGULAR,,115.0,,,0,0,0,,0,0,0,2.0,0,TO_RENOVATE
5584,1200,APARTMENT,FLAT_STUDIO,175000.0,FOR_SALE,BUY_REGULAR,,38.0,0.0,INSTALLED,0,0,1,6.0,0,0,0,2.0,0,GOOD
5585,1435,APARTMENT,APARTMENT,194000.0,FOR_SALE,BUY_REGULAR,,62.0,0.0,USA_INSTALLED,0,0,1,7.0,0,0,0,,0,AS_NEW
5586,1702,APARTMENT,PENTHOUSE,299000.0,FOR_SALE,BUY_REGULAR,,115.0,0.0,SEMI_EQUIPPED,0,0,0,,0,0,0,3.0,0,GOOD
5587,1410,APARTMENT,APARTMENT,385000.0,FOR_SALE,BUY_REGULAR,,118.0,0.0,USA_HYPER_EQUIPPED,0,0,1,14.0,0,0,0,4.0,0,AS_NEW
5588,1130,APARTMENT,PENTHOUSE,476000.0,FOR_SALE,BUY_REGULAR,,148.0,0.0,USA_HYPER_EQUIPPED,0,0,1,33.0,0,0,0,3.0,0,AS_NEW
5589,1130,APARTMENT,PENTHOUSE,476000.0,FOR_SALE,BUY_REGULAR,,148.0,0.0,USA_HYPER_EQUIPPED,0,0,1,33.0,0,0,0,3.0,0,AS_NEW
5590,1160,APARTMENT,APARTMENT,519000.0,FOR_SALE,BUY_REGULAR,,127.0,0.0,USA_HYPER_EQUIPPED,0,0,1,11.0,0,0,0,,0,AS_NEW
5591,1180,APARTMENT,APARTMENT,550000.0,FOR_SALE,BUY_REGULAR,,175.0,0.0,HYPER_EQUIPPED,0,0,1,19.0,0,0,0,3.0,0,AS_NEW
5592,1435,APARTMENT,APARTMENT,282000.0,FOR_SALE,BUY_REGULAR,,88.0,0.0,USA_HYPER_EQUIPPED,0,0,1,9.0,0,0,0,2.0,0,AS_NEW
5593,1150,APARTMENT,TRIPLEX,990000.0,FOR_SALE,BUY_REGULAR,7.0,485.0,0.0,HYPER_EQUIPPED,0,0,1,16.0,0,0,0,2.0,0,GOOD
5594,1070,APARTMENT,APARTMENT,175000.0,FOR_SALE,BUY_REGULAR,,52.0,0.0,USA_INSTALLED,0,0,0,,0,0,0,2.0,0,GOOD
5595,1652,APARTMENT,APARTMENT,469000.0,FOR_SALE,BUY_REGULAR,,144.0,0.0,SEMI_EQUIPPED,0,0,1,20.0,0,0,0,,0,GOOD
5596,1200,APARTMENT,APARTMENT,365000.0,FOR_SALE,BUY_REGULAR,,110.0,0.0,NOT_INSTALLED,0,0,1,3.0,0,0,0,2.0,0,TO_RENOVATE
5597,1180,APARTMENT,APARTMENT,420000.0,FOR_SALE,BUY_REGULAR,,120.0,0.0,INSTALLED,0,0,1,12.0,1,90,0,2.0,0,TO_BE_DONE_UP
5598,9200,APARTMENT,APARTMENT,290000.0,FOR_SALE,BUY_REGULAR,,88.0,0.0,USA_HYPER_EQUIPPED,0,0,1,8.0,0,0,0,2.0,0,
5599,9200,APARTMENT,PENTHOUSE,290000.0,FOR_SALE,BUY_REGULAR,,88.0,0.0,USA_HYPER_EQUIPPED,0,0,1,8.0,0,0,0,2.0,0,
5600,1140,APARTMENT,APARTMENT,378000.0,FOR_SALE,BUY_REGULAR,,115.0,0.0,INSTALLED,0,0,1,10.0,0,0,0,,0,AS_NEW
5601,4000,APARTMENT,PENTHOUSE,450000.0,FOR_SALE,BUY_REGULAR,,145.0,0.0,HYPER_EQUIPPED,0,0,1,19.0,0,0,0,3.0,0,AS_NEW
5602,4020,APARTMENT,PENTHOUSE,450000.0,FOR_SALE,BUY_REGULAR,,145.0,0.0,HYPER_EQUIPPED,0,0,1,19.0,0,0,0,3.0,0,AS_NEW
5603,1150,APARTMENT,PENTHOUSE,665000.0,FOR_SALE,BUY_REGULAR,,141.0,0.0,USA_HYPER_EQUIPPED,0,0,1,50.0,0,0,0,2.0,0,AS_NEW
5604,1160,APARTMENT,PENTHOUSE,665000.0,FOR_SALE,BUY_REGULAR,,141.0,0.0,USA_HYPER_EQUIPPED,0,0,1,50.0,0,0,0,2.0,0,AS_NEW
5605,1200,APARTMENT,PENTHOUSE,665000.0,FOR_SALE,BUY_REGULAR,,141.0,0.0,USA_HYPER_EQUIPPED,0,0,1,50.0,0,0,0,2.0,0,AS_NEW
5606,1080,APARTMENT,PENTHOUSE,220000.0,FOR_SALE,BUY_REGULAR,,95.0,0.0,INSTALLED,0,0,1,16.0,0,0,0,,0,AS_NEW
5607,1000,APARTMENT,APARTMENT,349000.0,FOR_SALE,BUY_REGULAR,,112.0,0.0,USA_INSTALLED,0,0,0,,0,0,0,2.0,0,JUST_RENOVATED
5608,1200,APARTMENT,APARTMENT,359000.0,FOR_SALE,BUY_REGULAR,,87.0,0.0,USA_HYPER_EQUIPPED,0,0,1,5.0,0,0,0,,0,AS_NEW
5609,1000,APARTMENT,APARTMENT,595000.0,FOR_SALE,BUY_REGULAR,,105.0,0.0,USA_HYPER_EQUIPPED,0,0,1,8.0,0,0,0,4.0,1,AS_NEW
